procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334380  42024 361248    0    0     0     0  351  341  0  0 100  0  0
 0  0      0 3334380  42024 361248    0    0     0     0  394  363  0  0 100  0  0
 1  0      0 3334380  42024 361248    0    0     0     0  412  338  0  1 99  0  0
 0  0      0 3334380  42024 361248    0    0     0    24  418  388  0  0 100  0  0
 1  0      0 3334380  42024 361248    0    0     0     0  381  326  1  0 99  0  0
 0  0      0 3334380  42024 361248    0    0     0     0  407  344  0  0 100  0  0
 0  0      0 3334380  42024 361260    0    0     0     0  396  330  0  0 100  0  0
 0  0      0 3334380  42024 361260    0    0     0     0  320  345  0  0 100  0  0
 0  0      0 3334380  42032 361252    0    0     0    36  348  383  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334380  42032 361260    0    0     0     0  352  345  0  0 100  0  0
 0  0      0 3334380  42032 361260    0    0     0     0  353  332  0  0 100  0  0
 0  0      0 3334380  42032 361260    0    0     0    20  371  372  0  0 100  0  0
 1  0      0 3334380  42032 361272    0    0     0     0  366  345  0  1 99  0  0
 0  0      0 3334380  42032 361272    0    0     0     0  358  373  0  1 99  0  0
 1  0      0 3334380  42032 361284    0    0     0     0  357  336  0  0 100  0  0
 0  0      0 3334380  42032 361284    0    0     0     0  362  347  0  0 100  0  0
 0  0      0 3334380  42040 361276    0    0     0    60  406  356  0  0 100  0  0
 1  0      0 3334380  42040 361284    0    0     0     0  413  351  0  0 100  0  0
 0  0      0 3334380  42040 361284    0    0     0     0  433  374  0  1 99  0  0
 0  0      0 3334380  42040 361284    0    0     0     8  454  376  0  0 100  0  0
 0  0      0 3334380  42040 361284    0    0     0     0  374  337  0  0 100  0  0
 0  0      0 3334380  42040 361284    0    0     0     8  334  351  0  0 100  0  0
 0  0      0 3334380  42048 361300    0    0     0    28  347  343  0  0 99  1  0
 0  0      0 3334380  42048 361300    0    0     0     0  360  378  0  0 100  0  0
 0  0      0 3334380  42048 361300    0    0     0     0  350  331  0  0 100  0  0
 0  0      0 3334380  42048 361300    0    0     0     0  359  345  0  1 99  0  0
 0  0      0 3334380  42048 361300    0    0     0     0  342  341  0  0 100  0  0
 1  0      0 3334380  42056 361300    0    0     0    76  372  373  0  1 99  0  0
 0  0      0 3334380  42056 361300    0    0     0     0  333  357  0  0 100  0  0
 0  0      0 3334380  42056 361300    0    0     0     0  403  346  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334380  42056 361316    0    0     0     0  406  337  1  0 99  0  0
 0  0      0 3334380  42056 361316    0    0     0     0  426  357  0  1 99  0  0
 0  0      0 3334380  42056 361316    0    0     0    16  406  346  1  0 99  0  0
 0  0      0 3334380  42064 361308    0    0     0    20  446  398  0  0 99  1  0
 0  0      0 3334380  42064 361316    0    0     0     0  310  332  0  0 100  0  0
 0  0      0 3334380  42064 361316    0    0     0    24  329  366  0  1 99  0  0
 0  0      0 3334380  42064 361316    0    0     0     0  355  337  0  0 100  0  0
 0  0      0 3334380  42064 361316    0    0     0     0  352  345  0  0 100  0  0
 0  0      0 3334380  42064 361328    0    0     0     0  346  372  0  0 100  0  0
 1  0      0 3334380  42064 361328    0    0     0     0  340  340  0  0 100  0  0
 1  0      0 3334380  42072 361320    0    0     0    36  361  344  0  0 100  0  0
 0  0      0 3334380  42072 361328    0    0     0     0  371  352  0  0 100  0  0
 1  0      0 3334380  42072 361328    0    0     0     0  349  334  0  1 99  0  0
 2  0      0 3334380  42072 361328    0    0     0    20  364  379  0  1 99  0  0
 1  0      0 3334380  42072 361328    0    0     0     0  400  336  0  0 100  0  0
 0  0      0 3334380  42072 361328    0    0     0     0  401  343  0  0 100  0  0
 0  0      0 3334380  42072 361348    0    0     0     0  407  351  0  0 100  0  0
 0  0      0 3334380  42072 361348    0    0     0     0  398  344  0  0 100  0  0
 0  0      0 3334380  42080 361340    0    0     0    36  453  384  0  0 99  1  0
 0  0      0 3334380  42080 361348    0    0     0     0  331  335  0  1 99  0  0
 0  0      0 3334380  42080 361348    0    0     0    28  338  336  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334380  42080 361348    0    0     0     0  363  358  0  0 100  0  0
 0  0      0 3334380  42080 361348    0    0     0     0  349  334  0  0 100  0  0
 1  0      0 3334380  42080 361348    0    0     0     0  337  365  0  0 100  0  0
 0  0      0 3334380  42080 361360    0    0     0     0  327  331  1  1 99  0  0
 0  0      0 3334380  42080 361360    0    0     0     0  322  328  0  0 100  0  0
 0  0      0 3334380  42088 361352    0    0     0    36  348  354  0  0 99  1  0
 0  0      0 3334380  42088 361360    0    0     0     0  342  333  0  0 100  0  0
 0  0      0 3334380  42088 361360    0    0     0     0  417  364  0  1 99  0  0
 0  0      0 3334380  42088 361360    0    0     0    20  429  354  0  0 100  0  0
 1  0      0 3334380  42088 361360    0    0     0     0  459  342  0  1 99  0  0
 0  0      0 3334380  42088 361360    0    0     0     0  424  349  0  0 100  0  0
 0  0      0 3334380  42088 361376    0    0     0     0  407  340  0  0 100  0  0
 1  0      0 3334380  42088 361376    0    0     0     0  338  371  0  0 100  0  0
 0  0      0 3334380  42096 361368    0    0     0    36  328  347  0  1 99  0  0
 0  0      0 3334380  42096 361376    0    0     0     0  346  337  0  0 100  0  0
 0  0      0 3334380  42096 361376    0    0     0     0  361  340  0  0 100  0  0
 0  0      0 3334380  42096 361376    0    0     0    24  353  352  0  0 100  0  0
 0  0      0 3334380  42096 361376    0    0     0     0  366  378  0  1 99  0  0
 0  0      0 3334380  42096 361376    0    0     0     0  344  345  0  1 99  0  0
 0  0      0 3334380  42096 361388    0    0     0     0  350  354  1  0 99  0  0
 0  0      0 3334380  42096 361388    0    0     0     0  351  366  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334380  42104 361380    0    0     0    36  354  351  0  1 99  0  0
 0  0      0 3334380  42104 361388    0    0     0     0  426  376  0  0 100  0  0
 0  0      0 3334380  42104 361388    0    0     0     0  412  340  0  0 100  0  0
 0  0      0 3334380  42104 361388    0    0     0    20  443  375  1  1 99  0  0
 0  0      0 3334008  42104 361388    0    0     0     0  607  636  2  4 94  0  0
 0  0      0 3334008  42104 361388    0    0     0     0  412  351  0  1 99  0  0
 0  0      0 3334008  42104 361408    0    0     0     0  347  373  0  1 99  0  0
 0  0      0 3334008  42104 361408    0    0     0     0  330  351  0  0 100  0  0
 0  0      0 3334008  42112 361400    0    0     0    52  368  361  0  1 98  1  0
 0  0      0 3334008  42112 361408    0    0     0    32  383  357  0  0 100  0  0
 1  0      0 3334008  42112 361408    0    0     0     0  336  341  0  0 100  0  0
 0  0      0 3334008  42112 361408    0    0     0     0  368  383  0  0 100  0  0
 0  0      0 3334008  42112 361408    0    0     0     0  356  335  0  0 100  0  0
 1  0      0 3334008  42112 361408    0    0     0    16  362  338  0  0 100  0  0
 0  0      0 3334008  42112 361424    0    0     0     0  403  356  0  1 99  0  0
 0  0      0 3334008  42120 361416    0    0     0    36  426  358  0  0 100  0  0
 0  0      0 3334008  42120 361424    0    0     0     0  430  362  0  0 100  0  0
 0  0      0 3334008  42120 361424    0    0     0     0  398  331  0  0 100  0  0
 0  0      0 3334008  42120 361424    0    0     0     0  400  338  0  0 100  0  0
 0  0      0 3334008  42120 361424    0    0     0    24  315  349  0  1 99  0  0
 0  0      0 3334008  42120 361424    0    0     0     0  323  333  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334008  42120 361424    0    0     0     0  354  375  0  1 99  0  0
 1  0      0 3334008  42120 361436    0    0     0     0  339  345  0  1 99  0  0
 0  0      0 3334008  42120 361436    0    0     0     0  318  339  0  0 100  0  0
 1  0      0 3334008  42120 361436    0    0     0     0  355  353  1  0 99  0  0
 0  0      0 3334008  42128 361428    0    0     0    36  319  350  0  0 100  0  0
 0  0      0 3334008  42128 361436    0    0     0     0  421  380  0  1 99  0  0
 1  0      0 3334008  42128 361436    0    0     0    20  418  353  0  0 100  0  0
 0  0      0 3334008  42128 361436    0    0     0     0  420  352  0  1 99  0  0
 0  0      0 3334008  42128 361436    0    0     0     0  448  384  0  0 100  0  0
 0  0      0 3334008  42128 361452    0    0     0     0  365  338  0  0 100  0  0
 1  0      0 3334008  42128 361452    0    0     0     0  328  374  0  0 100  0  0
 1  0      0 3334008  42136 361444    0    0     0    36  353  351  0  1 99  1  0
 0  0      0 3334008  42136 361452    0    0     0     0  338  338  0  0 100  0  0
 0  0      0 3334008  42136 361452    0    0     0     0  355  335  0  1 99  0  0
 0  0      0 3334008  42136 361452    0    0     0   172  380  372  0  1 99  1  0
 1  0      0 3334008  42136 361452    0    0     0     0  333  351  0  1 99  0  0
 0  0      0 3334008  42136 361452    0    0     0     0  368  343  0  1 99  0  0
 0  0      0 3334008  42136 361464    0    0     0     0  428  349  0  1 99  0  0
 0  0      0 3334008  42136 361464    0    0     0     0  429  357  0  1 99  0  0
 0  0      0 3334008  42144 361456    0    0     0    60  438  375  0  0 99  1  0
 0  0      0 3334008  42144 361464    0    0     0     0  408  380  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334008  42144 361464    0    0     0     0  430  358  0  1 99  0  0
 0  0      0 3334008  42144 361468    0    0     0     0  318  347  0  0 100  0  0
 0  0      0 3334008  42144 361468    0    0     0     0  349  344  0  0 100  0  0
 3  0      0 3334008  42144 361468    0    0     0    12  328  331  0  0 100  0  0
 0  0      0 3334008  42152 361484    0    0     0    56  346  387  0  1 98  1  0
 0  0      0 3334008  42152 361484    0    0     0     0  345  337  0  0 100  0  0
 0  0      0 3334008  42152 361484    0    0     0     0  344  333  0  1 99  0  0
 0  0      0 3334008  42152 361484    0    0     0     0  356  357  0  0 100  0  0
 0  0      0 3334008  42152 361484    0    0     0     0  342  332  0  1 99  0  0
 0  0      0 3334008  42160 361476    0    0     0    36  343  395  1  1 99  0  0
 0  0      0 3334008  42160 361484    0    0     0     0  416  347  0  0 100  0  0
 0  0      0 3334008  42160 361484    0    0     0     0  394  345  0  0 100  0  0
 0  0      0 3334008  42160 361496    0    0     0     0  408  358  0  0 100  0  0
 0  0      0 3334008  42160 361496    0    0     0     0  411  343  0  0 100  0  0
 0  0      0 3334008  42160 361496    0    0     0    24  449  375  0  0 100  0  0
 0  0      0 3334008  42160 361496    0    0     0     0  346  336  0  1 99  0  0
 0  0      0 3334008  42160 361496    0    0     0     0  333  339  0  1 99  0  0
 0  0      0 3334008  42168 361496    0    0     0    56  359  376  0  0 99  1  0
 1  0      0 3334008  42168 361500    0    0     0     0  360  348  0  1 99  0  0
 0  0      0 3334008  42168 361520    0    0     0     0  359  370  0  0 100  0  0
 1  0      0 3334008  42168 361520    0    0     0     0  337  343  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334008  42168 361520    0    0     0     0  363  347  0  0 100  0  0
 0  0      0 3334008  42176 361512    0    0     0    36  394  359  0  1 99  0  0
 1  0      0 3334008  42176 361520    0    0     0    32  377  346  0  0 100  0  0
 2  0      0 3334008  42176 361520    0    0     0     0  389  369  0  0 100  0  0
 0  0      0 3334008  42176 361520    0    0     0     0  408  335  0  0 100  0  0
 0  0      0 3334008  42176 361520    0    0     0     0  398  338  0  0 100  0  0
 1  0      0 3334008  42176 361520    0    0     0     0  398  352  0  0 100  0  0
 0  0      0 3334008  42176 361540    0    0     0     0  432  342  0  1 99  0  0
 0  0      0 3334008  42184 361532    0    0     0    36  406  383  0  0 99  1  0
 0  0      0 3334008  42184 361540    0    0     0     0  372  340  0  1 99  0  0
 0  0      0 3334008  42184 361540    0    0     0     0  296  331  0  0 100  0  0
 0  0      0 3334008  42184 361540    0    0     0    28  357  357  0  1 99  0  0
 0  0      0 3334008  42184 361540    0    0     0     0  326  333  0  0 100  0  0
 1  0      0 3334008  42184 361540    0    0     0     0  364  379  0  0 100  0  0
 0  0      0 3334008  42184 361540    0    0     0     0  330  340  0  0 100  0  0
 0  0      0 3334008  42184 361552    0    0     0     0  328  331  0  0 100  0  0
 0  0      0 3334008  42184 361552    0    0     0     0  357  354  0  0 100  0  0
 0  0      0 3334008  42192 361544    0    0     0    36  402  351  0  1 99  0  0
 0  0      0 3334008  42192 361552    0    0     0     0  441  370  0  0 100  0  0
 0  0      0 3334008  42192 361552    0    0     0     0  429  342  0  1 99  0  0
 0  0      0 3334008  42192 361552    0    0     0    20  409  361  0  0 100  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3334008  42192 361552    0    0     0     0  414  353  0  1 99  0  0
 0  0      0 3334008  42192 361552    0    0     0     0  305  338  0  0 100  0  0
 0  0      0 3334008  42192 361568    0    0     0     0  342  373  0  0 100  0  0
 0  0      0 3334008  42192 361568    0    0     0     0  323  335  0  0 100  0  0
 0  0      0 3334008  42200 361560    0    0     0    36  351  361  0  0 99  1  0
 0  0      0 3334008  42200 361568    0    0     0     0  339  341  0  0 100  0  0
 0  0      0 3334008  42200 361568    0    0     0     0  354  341  0  1 99  0  0
 0  0      0 3334008  42200 361568    0    0     0    24  338  367  0  0 100  0  0
 0  0      0 3334008  42200 361568    0    0     0     0  380  343  0  1 99  0  0
 0  0      0 3334008  42200 361568    0    0     0     0  406  349  1  0 99  0  0
 0  0      0 3334008  42200 361580    0    0     0     0  420  354  0  0 100  0  0
 0  0      0 3334008  42200 361580    0    0     0     0  397  345  0  0 100  0  0
 0  0      0 3334008  42208 361572    0    0     0    36  404  384  0  1 99  1  0
 0  0      0 3334008  42208 361580    0    0     0     0  388  339  0  0 100  0  0
